日付,レースID,前走レースID,Ｒ,場所,トラックコード,前走トラックコード,馬名S,騎手,騎手コード,枠番,前走枠番,着順,前走着順,馬番,前走馬番,人気,前走人気,1角,2角,3角,4角,前1角,前2角,前3角,前4角
2019. 1. 6,201901060601020107,201812150605050404,1,中山,1,8,マノラム,野中悠太,1158,4,2,12,３,7,4,5,4,,,1,3,,,2,1
2019. 1. 6,201901060601020104,201810080504030401,1,中山,1,1,スマイルチャーマー,木幡育也,1167,2,1,13,13,4,1,12,12,,,13,13,,,11,13
2019. 1. 6,201901060601020116,201810140504050308,1,中山,1,0,ドラマチックナイト,木幡初也,1153,8,4,14,18,16,8,11,15,,,14,14,,,18,17
2019. 1. 6,201901060601020105,201811030505010604,1,中山,1,0,ウーレンボル,大庭和弥,1061,3,2,15,14,5,4,10,17,,,16,16,,,9,7
2019. 1. 6,201901060601020108,201809300604090106,1,中山,1,1,チームパシュート,宮崎北斗,1118,4,3,16,14,8,6,15,11,,,15,15,,,14,14
2019. 1. 5,201901050601010109,201809230604070414,1,中山,1,1,サニークラウド,マーフィ,5575,5,7,１,３,9,14,2,4,,,2,1,,,4,2
2019. 1. 5,201901050601010114,201812090605040105,1,中山,1,1,リゼ,横山武史,1170,7,3,２,４,14,5,11,11,,,3,3,,,9,6
2019. 1. 5,201901050601010110,201811170505050112,1,中山,1,1,ジョガールボニート,石川裕紀,1150,5,6,３,５,10,12,3,3,,,6,6,,,2,2
2019. 1. 5,201901050601010106,201812080605030107,1,中山,1,1,ステイホット,大野拓弥,1096,3,4,４,２,6,7,1,5,,,4,4,,,2,2
2019. 1. 5,201901050601010108,201812090704040116,1,中山,1,1,セイウンクロノス,内田博幸,422,4,8,５,２,8,16,5,4,,,14,14,,,7,6
2019. 1. 5,201901050601010113,201812160605060112,1,中山,1,1,シゲルホタルイシ,武藤雅,1169,7,6,６,２,13,12,4,2,,,6,6,,,6,6
2019. 1. 5,201901050601010116,201812150704050109,1,中山,1,1,ロンリーウェイ,井上敏樹,1151,8,5,７,４,16,9,7,6,,,11,11,,,10,9
2019. 1. 5,201901050601010115,201810200504060110,1,中山,1,1,ヴォルターウルフ,木幡巧也,1162,8,6,８,７,15,10,12,5,,,4,4,,,3,2
2019. 1. 5,201901050601010104,201811180505060301,1,中山,1,1,セイウンメラビリア,村田一誠,1031,2,1,９,14,4,1,15,16,,,8,8,,,14,16
2019. 1. 5,201901050601010101,201807070703030605,1,中山,1,1,サトノジョニー,松岡正海,1085,1,3,10,14,1,5,9,9,,,9,9,,,14,14
2019. 1. 5,201901050601010112,201812020605020104,1,中山,1,1,コーリンベイダー,丹内祐次,1091,6,2,11,14,12,4,13,14,,,9,9,,,6,6
2019. 1. 5,201901050601010105,201811240505070211,1,中山,1,0,サバイバルトリック,野中悠太,1158,3,6,12,10,5,11,8,8,,,11,11,,,11,11
2019. 1. 5,201901050601010107,201812150605050302,1,中山,1,1,ボルンタード,戸崎圭太,5386,4,1,13,４,7,2,6,7,,,1,2,,,5,4
2019. 1. 5,201901050601010111,201811170505050611,1,中山,1,0,フレンドリボン,藤田菜七,1164,6,8,14,９,11,11,10,11,,,16,16,,,4,4
2019. 1. 5,201901050601010103,201811250505080114,1,中山,1,0,ギュウホ,杉原誠人,1135,2,7,15,18,3,14,14,16,,,14,14,,,14,15
2019. 1. 5,201901050601010102,201811180505060615,1,中山,1,0,ツギノイッテ,西田雄一,1004,1,8,16,16,2,15,16,16,,,11,11,,,13,13
2018.12.28,201812280605090112,201812160605060510,1,中山,1,1,ナスノダケ,マーフィ,5575,6,5,１,３,12,10,1,3,,,1,1,,,8,7
2018.12.28,201812280605090114,201812080605030616,1,中山,1,1,ブラックアウト,木幡巧也,1162,7,8,２,３,14,16,3,7,,,2,2,,,2,2
2018.12.28,201812280605090105,201812150605050102,1,中山,1,1,ベルポート,Ｃ．デム,5473,3,1,３,５,5,2,5,7,,,3,3,,,3,3
2018.12.28,201812280605090104,201812090605040103,1,中山,1,1,オルクリスト,大野拓弥,1096,2,2,４,３,4,3,4,5,,,5,4,,,4,4
2018.12.28,201812280605090108,201809230604070416,1,中山,1,1,トミケンルーア,丸山元気,1127,4,8,５,２,8,16,2,8,,,11,6,,,12,11
2018.12.28,201812280605090103,201811040505020405,1,中山,1,1,グレートリープ,武士沢友,1029,2,4,６,13,3,5,8,8,,,15,15,,,6,6
2018.12.28,201812280605090106,201812010605010416,1,中山,1,1,チャナ,柴田大知,1009,3,8,７,３,6,16,6,3,,,3,4,,,3,2
2018.12.28,201812280605090109,201810280403060204,1,中山,1,1,グランエスタード,藤田菜七,1164,5,3,８,９,9,4,7,4,,,12,10,,,12,12
2018.12.28,201812280605090111,201811100505030417,1,中山,1,0,スローエクスプレス,長谷部駿,5580,6,8,９,16,11,17,12,17,,,15,16,,,17,17
2018.12.28,201812280605090113,201810080504030102,1,中山,1,1,ヤマタケアンジュ,野中悠太,1158,7,1,10,11,13,2,14,16,,,8,10,,,10,11
2018.12.28,201812280605090115,201811030505010209,1,中山,1,1,ネペンテス,嶋田純次,1134,8,7,11,10,15,9,16,8,,,12,13,,,6,4
2018.12.28,201812280605090110,201811030303010214,1,中山,1,0,ライド,横山武史,1170,5,7,12,14,10,14,9,12,,,5,6,,,9,11
2018.12.28,201812280605090102,201810270504080403,1,中山,1,1,ウラカン,松岡正海,1085,1,2,13,７,2,3,10,9,,,8,6,,,6,6
2018.12.28,201812280605090107,201809230604070402,1,中山,1,1,ミスラコニック,西村淳也,1171,4,1,14,14,7,2,15,15,,,7,6,,,2,4
2018.12.28,201812280605090116,201811170303050113,1,中山,1,1,パシュート,桜井光輔,5563,8,7,15,12,16,13,11,15,,,8,13,,,11,12
2018.12.28,201812280605090101,201811100303030301,1,中山,1,0,ヤエノアカリ,義英真,1155,1,1,16,14,1,1,13,14,,,12,12,,,13,14
2018.12.23,201812230605080111,201812010605010111,1,中山,1,1,タイセイスパーブ,ルメール,5339,6,6,１,２,11,11,1,1,,,4,5,,,1,1
2018.12.23,201812230605080102,201810280504090409,1,中山,1,0,フォートエリー,北村宏司,1043,1,5,２,３,2,9,3,7,,,4,4,,,7,7
2018.12.23,201812230605080101,201808120101060105,1,中山,1,0,ベルテックスロード,大野拓弥,1096,1,5,３,８,1,5,9,5,,,7,7,,,2,2
2018.12.23,201812230605080109,201812010605010112,1,中山,1,1,ダディフィンガー,柴田善臣,641,5,6,４,５,9,12,4,7,,,1,1,,,3,4
2018.12.23,201812230605080116,201809290604080512,1,中山,1,8,ワディアルヒタン,石川裕紀,1150,8,6,５,10,16,12,2,2,,,2,3,,9,7,6
2018.12.23,201812230605080112,201809150604030205,1,中山,1,1,センジュエース,丸山元気,1127,6,3,６,12,12,5,6,7,,,7,7,,,2,2
2018.12.23,201812230605080107,201811110303040108,1,中山,1,1,キョウエイビーコン,西田雄一,1004,4,4,７,８,7,8,13,11,,,7,7,,,13,12
2018.12.23,201812230605080114,201811240505070112,1,中山,1,1,ニシノオウキ,藤田菜七,1164,7,6,８,５,14,12,5,4,,,14,13,,,12,11
2018.12.23,201812230605080103,201811170505050209,1,中山,1,1,タイムファクター,武藤雅,1169,2,5,９,10,3,9,10,14,,,15,15,,,10,10
2018.12.23,201812230605080105,201811180505060108,1,中山,1,0,サイゴウパワー,宮崎北斗,1118,3,4,10,７,5,8,8,15,,,4,5,,,1,1
2018.12.23,201812230605080110,201812020605020302,1,中山,1,8,ケンブリッジウィズ,井上敏樹,1151,5,1,11,16,10,2,16,16,,,10,10,,,4,4
2018.12.23,201812230605080108,201811180505060302,1,中山,1,1,ニシノゴウウン,マーフィ,5575,4,1,12,12,8,2,7,8,,,2,2,,,11,12
2018.12.23,201812230605080104,201811180505060112,1,中山,1,0,ニットウヴィクスン,木幡初也,1153,2,6,13,11,4,12,12,12,,,15,15,,,17,17
2018.12.23,201812230605080106,201811100505030202,1,中山,1,1,スミレヴィオレッタ,丸田恭介,1117,3,2,14,14,6,2,15,10,,,12,12,,,7,10
2018.12.23,201812230605080113,201811180505060102,1,中山,1,0,リンガスハット,内田博幸,422,7,1,15,８,13,2,11,9,,,12,13,,,12,11
2018.12.23,201812230605080115,201811100505030209,1,中山,1,1,カンタベリーメガミ,武士沢友,1029,8,6,16,13,15,9,14,13,,,11,11,,,3,8
2018.12.22,201812220605070101,201812020605020116,1,中山,1,1,アポロチーター,石川裕紀,1150,1,8,１,２,1,16,1,2,,,1,1,,,1,1
2018.12.22,201812220605070115,201812080605030611,1,中山,1,1,パイロジェン,内田博幸,422,8,6,２,５,15,11,2,5,,,2,3,,,4,4
2018.12.22,201812220605070110,201810130504040404,1,中山,1,1,シゲルスピネル,江田照男,689,5,2,３,６,10,4,3,12,,,2,2,,,9,10
2018.12.22,201812220605070113,201812020605020115,1,中山,1,1,シゲルアコヤガイ,武藤雅,1169,7,8,４,４,13,15,6,6,,,13,12,,,12,6
2018.12.22,201812220605070111,201812090605040114,1,中山,1,1,フォアシザフューチ,宮崎北斗,1118,6,7,５,５,11,14,7,6,,,4,4,,,5,5
2018.12.22,201812220605070108,201811030505010505,1,中山,1,1,シゲルトルマリン,丸田恭介,1117,4,3,６,15,8,5,12,9,,,15,14,,,16,16
2018.12.22,201812220605070116,201811100505030111,1,中山,1,0,マメシボリ,嘉藤貴行,1051,8,6,７,８,16,11,5,7,,,4,4,,,9,10
2018.12.22,201812220605070107,201810280504090411,1,中山,1,0,シャインベスト,横山武史,1170,4,6,８,14,7,11,10,11,,,6,7,,,3,3
2018.12.22,201812220605070102,201812010605010412,1,中山,1,1,クラーロデラルナ,木幡育也,1167,1,6,９,８,2,12,14,15,,,10,9,,,10,10
2018.12.22,201812220605070109,201811100303030310,1,中山,1,0,ヒカルフラッシュ,北村宏司,1043,5,5,10,12,9,10,9,13,,,10,10,,,15,14
2018.12.22,201812220605070104,201812010905010412,1,中山,1,0,クリノカリビアン,勝浦正樹,1025,2,7,11,７,4,12,11,14,,,6,6,,,6,6
2018.12.22,201812220605070103,201808261002100101,1,中山,1,0,カシノラウト,藤田菜七,1164,2,1,12,９,3,1,8,10,,,8,8,,,9,7
2018.12.22,201812220605070106,201811100505030411,1,中山,1,0,ニシノマリアージュ,丹内祐次,1091,3,6,13,15,6,11,15,12,,,14,14,,,7,7
2018.12.22,201812220605070105,201809290604080201,1,中山,1,8,カガファランドール,三浦皇成,1122,3,1,14,15,5,1,13,7,,,16,16,,,16,15
2018.12.22,201812220605070112,201811170303050111,1,中山,1,1,コケラオトシ,野中悠太,1158,6,6,15,15,12,11,16,14,,,8,12,,,16,16
2018.12.22,201812220605070114,201810080504030115,1,中山,1,1,ケイスター,大野拓弥,1096,7,8,16,７,14,15,4,9,,,10,10,,,3,2
2018.12.16,201812160605060102,201809150604030201,1,中山,1,1,ボストンテソーロ,三浦皇成,1122,1,1,１,３,2,1,1,1,,,2,2,,,4,3
2018.12.16,201812160605060112,201811170505050106,1,中山,1,1,シゲルホタルイシ,武藤雅,1169,6,3,２,７,12,6,2,8,,,6,6,,,3,2
2018.12.16,201812160605060113,201811170505050405,1,中山,1,1,ノーブルフューチャ,勝浦正樹,1025,7,3,３,６,13,5,6,13,,,9,7,,,6,6
2018.12.16,201812160605060104,201811170505050412,1,中山,1,1,アカンダナパワー,北村宏司,1043,2,6,４,８,4,12,7,11,,,14,13,,,3,3
2018.12.16,201812160605060109,201809010102050509,1,中山,1,0,ブラックテキーラ,武士沢友,1029,5,8,５,９,9,9,13,9,,,11,11,,8,9,9
2018.12.16,201812160605060115,201811040505020315,1,中山,1,0,スピリットクォーツ,田中勝春,684,8,8,６,６,15,15,3,8,,,1,1,,,2,2
2018.12.16,201812160605060101,201811170505050407,1,中山,1,1,グラスボイジャー,木幡巧也,1162,1,4,７,９,1,7,5,7,,,5,3,,,2,2
2018.12.16,201812160605060114,201811170303050110,1,中山,1,1,シュンラン,戸崎圭太,5386,7,5,８,７,14,10,4,10,,,9,10,,,12,11
2018.12.16,201812160605060107,201811180505060608,1,中山,1,0,エコロシンフォニー,野中悠太,1158,4,4,９,12,7,8,12,10,,,11,11,,,7,6
2018.12.16,201812160605060110,201810280504090206,1,中山,1,1,ワンネス,石川裕紀,1150,5,5,10,９,10,6,10,8,,,2,3,,,5,5
2018.12.16,201812160605060108,201811040505020103,1,中山,1,1,グランデエス,柴田大知,1009,4,3,11,６,8,3,11,7,,,7,7,,,12,10
2018.12.16,201812160605060106,201811180505060410,1,中山,1,0,ケイツールフィヤ,柴田善臣,641,3,5,12,11,6,10,8,9,,,2,3,,,10,10
2018.12.16,201812160605060105,201811170303050404,1,中山,1,0,デュエットソング,木幡育也,1167,3,2,13,12,5,4,14,14,,,13,14,4,5,4,6
2018.12.16,201812160605060111,201811110505040114,1,中山,1,1,ゴーアブロード,杉原誠人,1135,6,7,14,16,11,14,16,16,,,14,14,,,13,15
2018.12.16,201812160605060103,201811100505030410,1,中山,1,0,サツキミラクル,吉田隼人,1095,2,5,15,８,3,10,9,15,,,7,9,,,10,7
2018.12.16,201812160605060116,201811250505080103,1,中山,1,0,シオンコタン,村田一誠,1031,8,2,16,15,16,3,15,18,,,16,16,,,12,13
2018.12. 9,201812090605040113,201809150604030613,1,中山,1,1,サニーストーム,森泰斗,5342,7,7,１,２,13,13,1,3,,,3,3,,,3,2
2018.12. 9,201812090605040108,201810210504070410,1,中山,1,0,アールランペイジ,松山弘平,1126,4,5,２,13,8,10,4,8,,,1,1,,,1,1
2018.12. 9,201812090605040103,201810210504070418,1,中山,1,0,オルクリスト,大野拓弥,1096,2,8,３,12,3,18,5,12,,,4,4,,,9,9
2018.12. 9,201812090605040105,201811100505030416,1,中山,1,0,リゼ,瀧川寿希,5573,3,8,４,13,5,16,11,14,,,9,6,,,16,16
2018.12. 9,201812090605040114,201811100505030415,1,中山,1,0,フォアシザフューチ,宮崎北斗,1118,7,8,５,８,14,15,6,9,,,5,5,,,12,13
2018.12. 9,201812090605040110,201811100505030406,1,中山,1,0,シャンデリアムーン,木幡初也,1153,5,3,６,７,10,6,7,5,,,12,13,,,15,15
2018.12. 9,201812090605040111,201810140403020107,1,中山,1,1,バームクーヘン,杉原誠人,1135,6,4,７,10,11,7,8,8,,,10,9,,,12,11
2018.12. 9,201812090605040112,201810210403040204,1,中山,1,1,タイセイグリード,内田博幸,422,6,3,８,10,12,4,9,6,,,10,10,,,6,6
2018.12. 9,201812090605040101,201811100303030313,1,中山,1,0,パルセイティング,石川裕紀,1150,1,7,９,11,1,13,10,9,,,15,14,,,11,12
2018.12. 9,201812090605040106,201811250505080118,1,中山,1,0,ローゼンオルデン,藤田菜七,1164,3,8,10,４,6,18,2,14,,,7,8,,,2,2
2018.12. 9,201812090605040116,201811110303040116,1,中山,1,1,クリノリトルスター,嶋田純次,1134,8,8,11,12,16,16,16,16,,,5,6,,,9,11
2018.12. 9,201812090605040104,201808120101060107,1,中山,1,0,ウインバイタル,丹内祐次,1091,2,7,12,７,4,7,12,8,,,13,12,,,8,9
2018.12. 9,201812090605040109,201811030505010503,1,中山,1,1,シゲルブドウセキ,江田照男,689,5,2,13,11,9,3,13,8,,,14,14,,,15,15
2018.12. 9,201812090605040102,201811180505060610,1,中山,1,0,アイアンゾーン,木幡育也,1167,1,5,14,４,2,10,3,11,,,2,2,,,3,4
2018.12. 9,201812090605040107,201811100303030507,1,中山,1,0,アイマックス,中井裕二,1141,4,4,15,13,7,7,15,11,,,16,16,,,16,13
2018.12. 9,201812090605040115,201811040505020314,1,中山,1,0,エムチャン,山本咲希,5545,8,7,16,15,15,14,14,16,,,7,10,,,14,15
2018.12. 8,201812080605030108,201811180505060304,1,中山,1,1,ダウンタウンプリマ,大野拓弥,1096,4,2,１,10,8,4,10,6,,,2,3,,,4,4
2018.12. 8,201812080605030107,201811180505060311,1,中山,1,1,ステイホット,岩田康誠,5203,4,6,２,４,7,11,5,7,,,2,2,,,14,14
2018.12. 8,201812080605030101,201810070504020315,1,中山,1,0,エスプランデル,ビュイッ,5495,1,7,３,２,1,15,1,1,,,4,3,,,6,5
2018.12. 8,201812080605030104,201811100505030506,1,中山,1,1,コマノゼニト,内田博幸,422,2,3,４,２,4,6,3,4,,,9,5,,,5,5
2018.12. 8,201812080605030105,201810200504060511,1,中山,1,0,アサクサマヤ,横山典弘,660,3,6,５,17,5,11,8,10,,,13,13,,5,7,8
2018.12. 8,201812080605030115,201811180505060312,1,中山,1,1,セイスピカ,三浦皇成,1122,8,6,６,７,15,12,6,3,,,7,7,,,11,11
2018.12. 8,201812080605030111,201811170303050301,1,中山,1,0,クールティアラ,柴田大知,1009,6,1,７,６,11,1,2,1,,,4,7,,,2,1
2018.12. 8,201812080605030103,201811110505040611,1,中山,1,1,アテンフェアリー,木幡育也,1167,2,6,８,６,3,11,7,10,,,7,5,,,2,2
2018.12. 8,201812080605030116,201811180505060314,1,中山,1,1,ベリッシモファルコ,木幡巧也,1162,8,7,９,６,16,14,9,10,,,11,11,,,6,6
2018.12. 8,201812080605030112,201811110505040108,1,中山,1,1,ローズドクレア,江田照男,689,6,4,10,14,12,8,12,12,,,9,10,,,7,8
2018.12. 8,201812080605030102,201811110303040102,1,中山,1,1,フレッシュスマイル,戸崎圭太,5386,1,1,11,３,2,2,4,2,,,1,1,,,1,1
2018.12. 8,201812080605030114,201811110505040610,1,中山,1,1,クリキンツバ,武士沢友,1029,7,5,12,15,14,10,14,16,,,14,14,,,15,15
2018.12. 8,201812080605030109,201811040505020110,1,中山,1,1,ジュンサナエ,伴啓太,1149,5,7,13,10,9,10,16,11,,,4,7,,,8,6
2018.12. 8,201812080605030106,201810200504060112,1,中山,1,1,ハチノヘキンボシ,西田雄一,1004,3,7,14,14,6,12,15,14,,,11,11,,,5,7
2018.12. 8,201812080605030113,201808190402080513,1,中山,1,8,シナモンシュガー,石川裕紀,1150,7,8,15,14,13,13,11,12,,,15,15,,,13,14
2018.12. 8,201812080605030110,201810280403060514,1,中山,1,1,ラトラップクール,野中悠太,1158,5,8,16,15,10,14,13,13,,,16,16,,,14,15
2018.12. 2,201812020605020112,201811110303040114,1,中山,1,1,アマデウス,大野拓弥,1096,6,7,１,２,12,14,1,1,,,2,2,,,4,6
2018.12. 2,201812020605020116,201811110505040107,1,中山,1,1,アポロチーター,石川裕紀,1150,8,4,２,２,16,7,2,2,,,1,1,,,1,1
2018.12. 2,201812020605020113,201811100505030211,1,中山,1,1,ペイシャコリンナ,田中勝春,684,7,7,３,５,13,11,3,3,,,12,10,,,3,3
2018.12. 2,201812020605020115,201809160604040110,1,中山,1,1,シゲルアコヤガイ,勝浦正樹,1025,8,5,４,６,15,10,6,6,,,12,6,,,5,5
2018.12. 2,201812020605020114,201811110505040109,1,中山,1,1,サンロアノーク,西村太一,1131,7,5,５,４,14,9,4,4,,,14,13,,,10,10
2018.12. 2,201812020605020103,201810140403020111,1,中山,1,1,シゲルモルガナイト,柴田大知,1009,2,6,６,９,3,11,8,7,,,9,13,,,9,7
2018.12. 2,201812020605020108,201809300604090102,1,中山,1,1,オールドロマン,木幡巧也,1162,4,1,７,９,8,2,13,14,,,3,3,,,7,8
2018.12. 2,201812020605020109,201810060504010111,1,中山,1,1,ドラマ,藤田菜七,1164,5,6,８,15,9,11,11,15,,,5,5,,,8,8
2018.12. 2,201812020605020111,201811040505020411,1,中山,1,1,シゲルカイヤナイト,蛯名正義,663,6,7,９,８,11,11,9,10,,,9,8,,,1,1
2018.12. 2,201812020605020102,201811040303020115,1,中山,1,1,トモジャナイト,丹内祐次,1091,1,8,10,11,2,15,7,8,,,9,10,,,8,9
2018.12. 2,201812020605020107,201810270403050312,1,中山,1,1,タンレイ,丸山元気,1127,4,7,11,４,7,12,5,5,,,6,10,,,2,2
2018.12. 2,201812020605020110,201811040303020103,1,中山,1,1,ユウユウリアン,木幡初也,1153,5,2,12,14,10,3,16,16,,,15,15,,,13,13
2018.12. 2,201812020605020106,201810280403060215,1,中山,1,1,バニラオーキッド,伊藤工真,1119,3,8,13,15,6,15,12,9,,,3,3,,,9,14
2018.12. 2,201812020605020104,201810280403060513,1,中山,1,1,コーリンベイダー,菊沢一樹,1161,2,7,14,14,4,13,14,11,,,6,6,,,13,14
2018.12. 2,201812020605020105,201810080504030413,1,中山,1,1,ダウラギリテソーロ,木幡育也,1167,3,7,15,14,5,13,10,8,,,6,8,,,6,6
2018.12. 2,201812020605020101,201809170604050507,1,中山,1,8,クリノアマテラス,嶋田純次,1134,1,4,16,16,1,7,15,16,,,16,16,,,16,16
2018.12. 1,201812010605010110,201810130504040213,1,中山,1,1,スズノウメ,三浦皇成,1122,5,7,１,６,10,13,4,5,,,3,2,,,3,3
2018.12. 1,201812010605010111,201811180505060305,1,中山,1,1,タイセイスパーブ,モレイラ,5509,6,3,２,２,11,5,1,4,,,1,1,,,1,1
2018.12. 1,201812010605010115,201811100303030309,1,中山,1,0,フラッシュノワール,丸山元気,1127,8,5,３,５,15,9,5,5,,,6,6,,,6,6
2018.12. 1,201812010605010101,201811040303020110,1,中山,1,1,ハーベストゴールド,嘉藤貴行,1051,1,5,４,６,1,10,3,3,,,5,5,,,9,7
2018.12. 1,201812010605010112,201811100505030505,1,中山,1,1,ダディフィンガー,柴田善臣,641,6,3,５,５,12,5,7,10,,,3,4,,,1,1
2018.12. 1,201812010605010107,201811100303030502,1,中山,1,0,ヘアピンローズ,大野拓弥,1096,4,1,６,３,7,2,2,4,,,2,2,,,1,1
2018.12. 1,201812010605010116,201806230903070108,1,中山,1,8,コスモルシオ,柴田大知,1009,8,8,７,８,16,8,6,6,,,11,8,,,5,5
2018.12. 1,201812010605010103,201811040303020111,1,中山,1,1,シゲルキャッツアイ,丸田恭介,1117,2,6,８,８,3,11,13,9,,,9,7,,,11,11
2018.12. 1,201812010605010108,201811100303030503,1,中山,1,0,トミケンミステリオ,江田照男,689,4,2,９,８,8,3,8,7,,,14,14,,,5,7
2018.12. 1,201812010605010104,201808250102030103,1,中山,1,1,カガストロング,武士沢友,1029,2,3,10,５,4,3,10,5,,,13,12,,,5,5
2018.12. 1,201812010605010105,201811030505010616,1,中山,1,0,フラッフィーベア,菊沢一樹,1161,3,8,11,12,5,16,15,11,,,8,10,,,11,11
2018.12. 1,201812010605010113,201810130504040516,1,中山,1,0,ブラジリアンビキニ,内田博幸,422,7,8,12,11,13,16,9,11,,,9,10,,,2,2
2018.12. 1,201812010605010114,201811110505040608,1,中山,1,1,ラスティングライ,田中勝春,684,7,4,13,14,14,8,11,14,,,6,8,,,1,1
2018.12. 1,201812010605010106,201811030505010204,1,中山,1,1,コアヴィクトリー,的場勇人,1108,3,4,14,６,6,4,16,9,,,11,12,,,8,8
2018.12. 1,201812010605010102,201811030505010202,1,中山,1,1,ペシュウィズダム,野中悠太,1158,1,2,15,７,2,2,12,6,,,14,15,,,4,4
2018.12. 1,201812010605010109,201811030505010509,1,中山,1,1,グランパルトネール,木幡育也,1167,5,5,16,12,9,9,14,15,,,16,16,,,10,9
2018.11.25,201811250505080116,201810200504060310,1,東京,0,0,スペキュラース,柴田大知,1009,8,7,１,２,16,10,5,2,,,3,3,,,2,2
2018.11.25,201811250505080117,201810280403060101,1,東京,0,0,ゴールデンゾーン,ビュイッ,5495,8,1,２,２,17,1,1,1,,,3,3,,,9,9
2018.11.25,201811250505080111,201811030505010614,1,東京,0,0,ネリッサ,北村宏司,1043,6,7,３,２,11,14,2,5,,,15,13,,,13,11
2018.11.25,201811250505080118,201811110303040105,1,東京,0,1,ローゼンオルデン,菊沢一樹,1161,8,3,４,７,18,5,14,6,,,2,2,,,9,9
2018.11.25,201811250505080110,201811040505020303,1,東京,0,0,スターアイランド,内田博幸,422,5,2,５,５,10,3,6,6,,,12,12,,,16,15
2018.11.25,201811250505080108,201811030505010608,1,東京,0,0,エンプレスアロー,野中悠太,1158,4,4,６,４,8,8,9,14,,,1,1,,,1,1
2018.11.25,201811250505080106,201809080604010202,1,東京,0,8,ソルパシオン,Ｃ．デム,5473,3,1,７,４,6,2,4,6,,,9,10,,6,5,4
2018.11.25,201811250505080101,201810210403040117,1,東京,0,0,ムスティッカ,横山武史,1170,1,8,８,12,1,17,11,6,,,5,6,,,7,7
2018.11.25,201811250505080102,201811110505040309,1,東京,0,0,タナロット,松岡正海,1085,1,5,９,15,2,9,13,8,,,9,10,,,11,11
2018.11.25,201811250505080109,201811100505030108,1,東京,0,0,ラインコマンダー,武藤雅,1169,5,4,10,２,9,8,3,4,,,6,5,,,9,9
2018.11.25,201811250505080115,201811100505030413,1,東京,0,0,イッツザファースト,田中勝春,684,7,7,11,５,15,13,7,3,,,9,9,,,12,11
2018.11.25,201811250505080104,201810070504020110,1,東京,0,1,チクリ,勝浦正樹,1025,2,5,12,12,4,10,15,12,,,17,17,,,15,15
2018.11.25,201811250505080105,201811040505020301,1,東京,0,0,トーセンアーチ,高倉稜,1130,3,1,13,４,5,1,8,10,,,6,6,,,9,8
2018.11.25,201811250505080107,201811030505010602,1,東京,0,0,ヴェネレ,三浦皇成,1122,4,1,13,８,7,2,10,8,,,6,6,,,7,7
2018.11.25,201811250505080103,201810270403050304,1,東京,0,1,シオンコタン,黛弘人,1109,2,3,15,11,3,4,18,10,,,12,13,,,14,13
2018.11.25,201811250505080113,201810270804080404,1,東京,0,1,ユラニュス,丸山元気,1127,7,2,16,８,13,4,12,11,,,15,15,,,10,9
2018.11.25,201811250505080112,201811030505010205,1,東京,0,1,ホロポノ,柴田善臣,641,6,5,17,８,12,5,17,7,,,17,18,,,5,6
2018.11.25,201811250505080114,201811030303010210,1,東京,0,0,ギュウホ,杉原誠人,1135,7,5,18,10,14,10,16,13,,,14,15,,,8,8
2018.11.18,201811180505060111,201810280504090410,1,東京,0,0,チビラーサン,田辺裕信,1075,6,5,１,２,11,10,1,5,,,15,14,,,4,4
2018.11.18,201811180505060116,201810140504050108,1,東京,0,0,チルノ,伊藤工真,1119,8,6,２,３,16,8,5,9,,,7,7,,,7,6
2018.11.18,201811180505060109,201810270504080207,1,東京,0,0,トーセンジンライム,江田照男,689,5,6,３,４,9,7,3,5,,,15,14,,,5,4
2018.11.18,201811180505060118,201810210504070409,1,東京,0,0,クリスタロス,大野拓弥,1096,8,5,４,２,18,9,2,13,,,5,5,,,11,9
2018.11.18,201811180505060105,201808260402100111,1,東京,0,1,コスモビックラコグ,柴田大知,1009,3,6,５,10,5,11,11,6,,,10,7,,,11,12
2018.11.18,201811180505060110,201810270504080209,1,東京,0,0,ナンヨーシンゲツ,柴田善臣,641,5,7,６,５,10,9,7,7,,,7,7,,,2,1
2018.11.18,201811180505060108,201810140403020311,1,東京,0,0,サイゴウパワー,宮崎北斗,1118,4,6,７,13,8,11,15,8,,,1,1,,,,3
2018.11.18,201811180505060102,201810130504040208,1,東京,0,1,リンガスハット,内田博幸,422,1,4,８,16,2,8,9,6,,,12,11,,,10,10
2018.11.18,201811180505060104,201809170604050103,1,東京,0,1,ムーンレット,武士沢友,1029,2,3,９,10,4,3,8,9,,,3,3,5,5,6,8
2018.11.18,201811180505060106,201809300604090414,1,東京,0,8,マーヴェラスロード,三浦皇成,1122,3,7,10,６,6,14,4,3,,,5,5,,,9,8
2018.11.18,201811180505060112,201809290604080207,1,東京,0,8,ニットウヴィクスン,松若風馬,1154,6,4,11,６,12,7,12,8,,,17,17,,,5,4
2018.11.18,201811180505060103,201810210403040115,1,東京,0,0,エレモフィラ,酒井学,1034,2,7,12,11,3,15,16,16,,,7,7,,,10,11
2018.11.18,201811180505060107,201810130403010503,1,東京,0,0,ミオリパヤヤーム,木幡育也,1167,4,2,13,10,7,3,13,16,,,12,14,,,16,16
2018.11.18,201811180505060113,201810210403040205,1,東京,0,1,マインナナ,岩部純二,726,7,4,14,14,13,5,17,13,,,11,11,,,6,7
